cj_preshway,CMG,CNH,CS,DMS,EG,GMR,GS,HB,HRS,Imbc,JW,JYP Ent,KB,KCC,KCI,KD,KG_M,KG_E,KH,KMH_hitex,KTH,KT,KOSPI
43250,977,1425,2260,2550,18500,10087,214300,1165,3340,4120,4858,4075,4030,8200,7720,92,11550,14000,29797,1170,8810,5610,1412.069946
43400,973,1425,2320,2505,18500,9970,212500,1145,3420,4070,4896,4070,4040,8020,7820,86,11642,13950,29276,1140,8760,5500,1417.680054
43700,963,1430,2320,2540,19000,10242,211100,1140,3385,4130,4935,4185,4035,8070,7890,87,11642,14000,29236,1190,9080,5460,1414.170044
42200,977,1440,2270,2530,18700,10865,215300,1130,3430,4185,4994,4270,4020,8290,7980,87,11504,14550,27994,1230,8940,5210,1413.73999
43350,987,1430,2290,2575,19000,10788,215100,1140,3425,4310,4896,4250,3925,8320,7790,87,11458,14300,27714,1235,8840,5340,1402.75
41750,977,1430,2350,2545,18950,10865,212400,1180,3430,4310,4984,4390,3970,8350,7730,88,11596,14650,28836,1195,8770,5490,1405.339966
42250,977,1440,2250,2500,18850,10749,213900,1180,3455,4350,4945,4650,3930,8200,7600,88,11275,14400,28715,1200,8530,5360,1419.51001
42250,977,1500,2295,2520,18400,11099,213600,1140,3390,4495,5003,4680,3940,8120,7730,88,10862,14050,28675,1180,8830,5210,1419.98999
41800,954,1470,2370,2400,18200,11138,205600,1110,3340,4380,4794,4725,3950,7990,7620,91,11046,14500,29156,1185,8700,5010,1419.800049
41900,949,1440,2290,2400,17850,10515,212800,1130,3305,4330,4887,4555,3900,7830,7210,109,11458,14600,28996,1125,9000,5220,1407.52002
42700,973,1460,2310,2395,17650,11372,209300,1135,3320,4485,4858,4660,4030,7830,7480,127,11642,14950,29516,1160,8950,5460,1413.910034
42300,958,1440,2450,2400,17750,10788,208500,1160,3310,4700,4994,4590,3930,7920,7280,143,12100,16200,29717,1210,8670,5490,1427.670044
41800,973,1430,2390,2390,18800,10203,212900,1160,3280,4650,5091,4500,3950,7900,7210,140,12192,16800,29877,1340,8670,5740,1433.400024
41400,963,1430,2450,2370,18100,9463,209000,1175,3340,4635,5003,4435,3945,8460,7210,150,12558,16800,30117,1375,8410,5500,1431.01001
42100,949,1405,2360,2340,18150,7944,211600,1145,3320,4465,4974,4450,3890,8410,6830,136,12604,17900,29837,1295,8360,5390,1432.969971
43700,916,1400,2400,2275,17900,8100,212900,1165,3285,4390,4780,4200,3890,8350,7120,132,11642,16050,28275,1300,8260,5280,1422.75
44350,921,1405,2410,2315,17500,7750,212600,1180,3250,4380,4760,4240,3960,8180,7150,116,11825,15800,28715,1300,8380,5240,1411.72998
45100,924,1465,2390,2240,16500,8178,208500,1115,3195,4495,4683,4240,3820,8240,6900,114,11458,15000,28035,1200,8200,5050,1400.97998
44350,914,1425,2300,2175,17250,8217,208600,1140,3205,4445,4775,4205,3830,8220,6900,114,11596,15750,28035,1250,8160,5280,1390.26001
42750,916,1415,2250,2160,17350,7750,209700,1125,3230,4480,4653,4185,3995,8000,7030,117,11458,15800,27874,1235,8080,5180,1392.219971
43500,922,1410,2310,2185,17450,7703,215000,1115,3220,4140,4658,4230,4030,8000,6920,110,12192,16150,27634,1205,8100,5150,1375.310059
45450,892,1380,2310,2185,17000,6075,217000,1030,3160,4130,4576,4160,3985,7780,6850,106,11733,16150,27073,1135,7690,5160,1385.5
45200,879,1405,2320,2210,17050,5841,215100,1035,3225,4290,4678,4145,4040,7640,7150,104,12100,17150,27674,1165,7590,5240,1418.530029
47150,871,1415,2260,2135,17100,5460,218900,1030,3260,4215,4755,4230,4050,7500,7420,105,11779,16750,28155,1155,7620,5290,1427.140015
46550,880,1400,2280,2140,17100,4400,221500,1050,3255,4185,4751,4120,4080,7670,7100,105,11825,16200,29156,1160,7530,5390,1431.069946
45200,862,1405,2255,2200,17100,4478,220200,1065,3295,4150,4576,4160,4105,7910,7360,122,12558,16750,29637,1135,7680,5350,1429.77002
45050,841,1430,2250,2200,17050,4400,222700,1040,3265,4180,4890,4170,3990,7840,7200,113,13383,17200,30197,1120,7600,5340,1444.410034
45600,830,1430,2290,2180,17050,3660,220000,1080,3230,4130,4910,4140,3860,7900,7050,114,13200,17600,31959,1110,7730,5240,1432.030029
46700,876,1440,2220,2195,17350,3481,222000,1185,3200,4090,5030,4165,3880,7900,7080,107,13429,18000,34002,1120,7640,5150,1434.579956
47600,876,1445,2350,2250,17050,3660,219200,1190,3205,4110,4950,4230,3910,7800,7030,107,13612,19000,33682,1140,7800,5150,1426.800049
48000,872,1420,2215,2250,17050,3660,212400,1190,3210,4200,5000,4300,3935,7700,7010,111,14758,19850,34523,1295,7830,5040,1433.630005
47700,868,1400,2325,2195,17150,2780,209800,1230,3145,4170,4895,4215,3950,7520,7180,108,14667,20400,34282,1330,7810,5040,1438.890015
47900,888,1420,2175,2220,17450,2780,213000,1300,3195,4115,4965,4245,3920,7450,7030,117,14942,20750,34322,1290,7800,5110,1436.420044
49200,884,1435,2285,2225,17500,2780,214000,1390,3250,4160,4940,4330,3860,7470,7080,114,14988,21250,36285,1395,7710,5180,1410.550049
47200,874,1450,2515,2295,18000,2780,208600,1540,3320,4200,4915,4220,3830,7460,7290,114,14483,20550,36405,1415,8110,5140,1398.599976
47700,888,1390,2790,2325,17700,2780,202100,1525,3310,4430,5080,4270,3840,7340,7220,121,14667,21600,36445,1365,8190,5110,1376.76001
46900,915,1400,2795,2310,17500,2780,201400,1510,3260,4270,5100,4295,3845,7110,7210,113,13842,20200,35324,1390,8430,5260,1376.709961
46500,906,1395,2700,2250,17400,2780,196500,1495,3280,4320,5230,4180,3850,7110,7290,115,14025,21500,36045,1350,8490,5220,1372.52002
46750,917,1400,2770,2255,17400,2780,195000,1530,3285,4430,5230,4330,3850,7110,8090,114,14713,23650,36045,1340,8560,5210,1357.569946
45950,911,1405,2700,2200,17500,2780,188800,1510,3270,4365,5070,4350,3810,6930,8050,114,14575,24650,36645,1305,8590,5100,1379
45450,906,1370,2690,2220,17050,2780,186400,1560,3280,4390,5150,4240,3800,6970,9070,115,14300,25650,33642,1345,8830,5100,1396.869995
46500,904,1335,2560,2280,17100,2780,193300,1545,3300,4290,5170,4280,3815,7090,9120,119,14667,26500,33361,1405,8960,5100,1392
45700,905,1385,2530,2250,16950,2780,196000,1515,3435,4435,5130,4230,3825,6970,9000,115,14438,25550,33802,1475,8840,5040,1391.75
46200,1010,1385,2505,2265,17150,2780,194300,1525,3390,4310,5070,4250,3840,7160,8680,114,14071,25150,33241,1430,8750,5260,1378.369995
47200,991,1380,2550,2320,17000,2780,195800,1650,3405,4380,5090,4220,3795,7150,8530,119,14300,25400,33722,1410,8900,5160,1369.089966
47600,977,1360,2530,2490,16900,2780,197400,1805,3580,4415,5130,4260,3800,7130,8520,122,13933,24950,33121,1375,9050,5130,1363.839966
47050,963,1360,2510,2460,16900,2780,202900,1855,3510,4480,4985,4245,3730,7170,9650,125,14483,24500,31799,1355,9270,5090,1353.060059
46400,944,1380,2460,2460,17200,2780,202200,1910,3570,4435,5000,4195,3755,7430,9900,125,14025,25300,31719,1470,10150,5100,1369.959961
47300,968,1540,2515,2420,17350,2780,210200,1895,3535,4345,5120,4230,3785,7510,10600,119,13658,24300,32440,1430,10450,5070,1392.550049
48300,943,1415,2500,2445,17000,2780,211000,1895,3505,4340,6040,4175,3720,7520,10750,119,13337,24400,32360,1370,10250,5200,1372.359985
45450,914,1405,2480,2395,17200,2780,216900,1940,3510,4570,6150,4190,3730,7660,11650,122,14071,26950,32800,1395,10450,5090,1376.47998
46050,908,1410,2480,2475,17150,2780,212500,1935,3605,4500,6100,4155,3775,7630,11650,126,15400,27650,31559,1320,10600,5150,1365
46950,916,1435,2435,2470,16950,2780,216000,1945,3635,4770,6320,4155,3720,7590,12200,118,15079,26800,30157,1360,10600,5210,1374.76001
49000,927,1650,2375,2520,17000,2780,219200,1965,3700,4715,5890,4200,3725,7680,12550,115,15079,26850,30277,1305,10500,5210,1367.069946
46600,944,1560,2340,2520,16850,2367,218000,1945,3695,4700,6080,4290,3690,7610,12450,114,14254,26000,30237,1205,10700,5480,1386.780029
46100,949,1610,2330,2565,16550,2406,216400,1970,3685,4470,5820,4205,3650,7790,11750,111,13429,25000,28876,1355,10350,5380,1413.77002
46050,944,1605,2400,2530,16600,2920,227400,1970,3750,4450,6150,4230,3720,7610,12150,114,13475,24000,30558,1320,10200,5200,1416.650024
47400,949,1680,2300,2525,16900,3505,245500,1425,3725,4450,6080,4260,3760,7770,11850,114,13658,24900,29516,1425,10350,5210,1430.849976
49750,968,1550,2310,2495,16700,3076,238500,1215,3680,4630,6260,4360,3630,7830,12050,111,13521,23900,30277,1455,10700,5280,1424.98999
49900,1001,1710,2340,2650,16700,3131,237100,1295,3670,4715,6210,4385,3840,8290,12400,112,13567,23450,29877,1490,10400,5380,1424.48999
51900,991,1690,2350,2600,16800,2414,233500,1275,3665,4720,6540,4350,3775,8310,12050,109,13521,24500,28235,1600,10850,5420,1416.839966
51700,977,1710,2375,2620,16850,2056,232000,1240,3640,4630,6120,4400,3830,8200,11400,108,13383,24100,27994,1610,10800,5410,1412.719971
51600,987,1690,2405,2605,17050,2056,231800,1220,3630,4765,6160,4350,3855,8400,11650,105,13383,24100,30558,1720,11300,5390,1430.02002
52600,982,1815,2450,2510,17000,2126,233100,1260,3665,4770,6250,4375,3860,8360,11600,109,13796,25100,30037,1725,11400,5490,1450.550049
50400,963,1560,2515,2570,17100,2110,231100,1220,3685,4620,6220,4410,3900,8430,10900,109,14117,24850,28836,1785,12100,5390,1444.459961
50600,973,1615,2520,2600,17000,2103,230900,1235,3680,4695,6150,4480,3935,8720,11250,105,13979,23900,29877,2000,13200,5410,1450.959961
51200,977,1595,2705,2600,17200,1861,234000,1255,3680,4755,6190,4485,3995,9140,11850,110,14346,25100,32440,1610,13450,5400,1455.180054
49500,958,1605,3205,2560,17600,1838,232300,1270,3780,4640,6260,4450,3945,10550,11350,106,14667,24450,31078,1740,13350,5390,1452.709961
49000,963,1610,2880,2550,17600,1947,237000,1425,3865,4560,6080,4345,4015,10400,11100,107,14713,23800,30598,1730,13600,5500,1470.439941
48850,963,1705,2975,2620,17550,1775,233300,1375,3970,4515,5880,4400,4010,10600,11400,107,14942,23700,31078,1760,14000,5390,1466.920044
50600,1006,1755,2890,2645,17900,1853,226400,1425,3995,4530,5780,4430,3945,10700,11300,108,14713,23150,30157,1760,13450,5380,1468.280029
50000,1006,1720,2730,2455,17400,1690,227000,1385,4020,4535,5800,4450,4080,10150,10900,105,14300,22600,29837,1850,13300,5310,1396.439941
48850,1006,1680,2665,2560,17500,1674,225100,1420,3990,4465,5940,4350,4000,10250,10650,106,14208,22850,29156,1730,13250,5180,null
48000,996,1585,2655,2480,17100,1674,219000,1470,3870,4355,5850,4900,3945,9800,9960,105,14804,21600,28035,1425,12750,5080,1400.800049
49500,1095,1600,2720,2715,17150,1588,220000,1525,3965,4405,5820,4770,4070,9850,10200,104,14850,22100,30100,1465,13400,5150,1382.699951
48150,1119,1650,2770,2880,17400,1542,222700,1500,4035,4415,5990,4725,5100,10200,10750,103,15583,24950,31150,1545,13550,5200,1415.349976
49050,1128,1645,2705,2970,17400,1402,234000,1465,4030,4550,6180,4930,6080,10200,10800,102,16133,24750,30750,1655,13650,5250,1409.02002
49350,1161,1625,2655,3065,17350,1479,233900,1470,4025,4620,6150,4910,5470,9650,11200,100,16363,25250,31150,1595,13850,5220,1433.27002
48600,1110,1630,2665,2990,17250,1479,227600,1460,4080,4555,6050,4850,5050,10200,11250,98,16317,24150,30750,1985,14200,5240,1429.680054
48450,1114,1680,2740,3000,18050,1479,222800,1410,4040,4540,6050,4885,4755,9800,10950,114,16271,24350,29600,2365,14000,5380,1441.599976
49000,1119,1680,2800,3385,17650,1479,220400,1410,4010,4505,6350,4970,4930,9780,11350,123,16133,23300,29300,2600,14250,5250,1409.660034
48750,1124,1630,2680,3930,18150,1479,216600,1390,4045,4550,6300,4995,4830,9700,13500,110,15583,23550,28950,2400,14000,5250,1418.77002
47650,1105,1605,2410,4145,18400,1479,214000,1405,3990,4550,6360,4930,4805,9900,14500,107,15354,22650,29150,2090,14050,5300,1428.630005
48450,1105,1630,2535,4095,18700,1479,214500,1380,3965,4680,6480,4995,4925,10400,14800,107,15813,22850,29600,2090,13750,5310,1425.219971
48500,1105,1620,2470,4265,18100,1479,214400,1330,4080,4655,6270,4970,4835,10750,14450,108,15904,23200,30250,2400,14250,5340,1449.430054
49300,1086,1650,2550,4400,17950,1479,212100,1325,4085,4595,6180,4900,4855,10850,15600,105,15629,22700,29850,2300,14850,5440,1446.069946
49350,1095,1680,2430,4030,17800,1479,214500,1275,4125,4550,6560,4990,5000,10150,14350,110,16088,22800,29000,2315,14650,5690,1452.130005
48300,1114,1710,2565,3970,18050,1479,213200,1355,4210,4670,6500,5050,5010,10250,14300,116,16042,23250,30700,2550,14700,6270,1449.98999
50000,1091,1695,2590,4150,18200,1479,222100,1380,4130,4615,6600,4990,5200,10000,15450,122,15813,22700,31950,2390,14400,6090,1451.119995
53100,1161,1775,2585,4335,17500,1479,223400,1340,4080,4875,6730,5080,5420,10000,15400,127,15813,22400,31400,2500,14200,6280,1450.02002
52100,1185,1740,2690,4150,17150,1479,220300,1310,4070,5240,6960,5220,5220,10050,14050,114,16913,22800,31700,2530,14300,6160,1451.469971
54900,1176,1770,2680,4300,17800,1479,223800,1360,4500,5250,7040,5450,5190,11200,14650,119,16821,23200,32000,2550,12750,6160,1434.579956
53000,1180,1755,2600,4195,17750,1479,223000,1360,4270,5270,6860,5860,5400,11500,15400,121,17508,23450,31600,2495,12550,6020,1457.579956
52100,1190,1840,2600,4180,17700,1479,223900,1335,4270,5250,6830,5670,5300,11300,15350,121,18058,23400,29750,2560,12700,6050,1456.189941
52800,1204,1835,2610,4095,17600,1479,221400,1330,4435,5270,7130,5600,5160,11400,14650,122,19388,25500,28500,2540,12850,6150,1463.410034
52100,1223,1845,2540,4300,18050,1479,217100,1365,4685,5140,7170,5580,5140,11400,14600,131,19250,26200,28700,2530,13200,6100,1474.650024
51500,1213,1780,2595,4380,17750,1479,217400,1365,4660,5250,7170,5690,5130,10900,15250,131,19938,25900,28050,2640,13250,6210,1485.530029
50500,1213,1790,2585,4250,17500,1479,212200,1400,4745,5280,7030,5990,5120,11100,15150,142,19479,24450,28050,3000,12500,6150,1487.72998
49250,1171,1795,2595,4110,17600,1479,224300,1375,4665,5230,6680,5880,5000,11200,14150,141,18013,23800,26500,2520,12600,6000,1489.790039
50300,1180,1860,2630,4175,18600,1479,227600,1380,4590,5430,7220,6000,5000,11000,14550,136,18150,23850,27600,2560,12950,6240,1500.790039
50000,1275,1830,2635,4095,18550,1479,229800,1380,4550,5360,7030,6030,5010,11100,14550,136,18288,23600,26900,2400,13100,6160,1508.680054
50500,1232,1875,2610,4335,19000,1479,233900,1365,4580,5240,7160,5900,4995,10600,15200,140,18746,24450,26800,2340,13700,6190,1510.27002
49800,1247,2050,2635,4400,19000,1479,245400,1345,4565,5240,8200,5900,5140,10400,15800,140,19800,26100,26300,2410,13800,6450,1523.819946
50900,1256,2040,2630,4750,18750,1479,253000,1345,4535,5350,7750,6040,5030,10400,16350,148,20992,27350,24700,2350,13350,6360,1523.890015
50500,1322,1980,2590,4365,18100,1479,254600,1290,4330,5190,7510,5930,4970,10500,15500,144,18425,24800,24100,2290,13300,6110,1538.890015
49250,1218,2010,2545,4695,18250,1479,254600,1240,4215,5120,7070,5630,4995,10350,13950,135,17279,23000,23700,2455,12750,5840,1532.569946
51100,1166,2035,2510,4565,18150,1479,244800,1245,4455,5070,6870,5680,5010,10300,13950,138,17325,23300,24700,2325,13450,5900,1536.890015
49150,1176,2155,2515,4680,18300,1479,243000,1275,4305,5140,6920,5650,4990,10300,14650,134,17279,24200,23250,2455,13050,5860,1518.579956
50000,1180,2080,2435,4440,17950,1479,235500,1265,4710,5120,6680,5550,4900,10000,13850,128,16867,24000,23850,2545,13800,5800,1545.449951
49550,1161,2110,2470,4640,18100,1479,233000,1300,4660,5040,6560,5460,4960,9640,13050,138,16638,23900,22750,2400,13250,5720,1545.609985
50800,1180,1985,2410,4750,18200,1479,236700,1300,4735,4885,6490,5470,5070,9700,12350,136,16363,23500,21900,2305,12950,5420,1558.199951
48750,1128,1830,2330,4780,17750,1479,236900,1315,4725,4750,6190,5150,4900,9330,11500,132,16546,23400,22050,2385,13500,5240,1560.219971
49700,1091,1835,2390,4660,17300,1479,238500,1300,4645,4920,6270,5120,4900,9240,12100,124,16133,22900,21900,2460,11350,5260,1547.199951
49450,1114,1845,2425,4940,17000,1479,230100,1295,4810,4875,6320,5040,4920,9540,13200,125,17233,23400,22600,2835,11100,5400,1538.689941
49100,1176,1860,2425,5490,17500,1479,234400,1305,4995,4865,6680,5300,4870,9640,13500,127,17096,23800,22500,2855,11200,5550,1550.390015
49850,1133,1960,2380,5690,17100,1479,238000,1360,4935,4960,6820,5350,4900,9650,13700,127,17142,23400,22650,3190,11250,5430,1563.420044
50500,1143,1895,2440,5530,17250,1479,239800,1335,4765,5500,6900,5270,4900,9760,13350,122,17233,23150,20100,3220,11300,5610,1563.160034
52500,1143,1905,2435,5930,17000,1479,248000,1360,4760,5900,6710,5410,5130,9770,14200,124,17371,22850,19100,3170,11850,5540,1574.859985
52500,1152,1955,2400,5900,17150,1479,252000,1350,4500,5680,7200,5420,5180,9710,14000,132,17188,22650,20950,2780,11600,5650,1585.52002
54900,1138,1800,2475,5650,17100,1479,246400,1350,4480,5790,7180,5240,5140,9710,13650,127,17325,22950,20550,3000,11750,5400,1582.910034
54000,1133,1700,2395,6090,16450,1479,243000,1310,4520,6370,7170,5290,5300,9400,14500,124,17233,22500,19250,3140,11600,5210,1602.560059
52700,1161,1725,2350,5930,16400,1479,238000,1305,4850,6330,7650,5300,5280,9180,14000,126,17508,23500,18350,3135,12000,5310,1588.089966
55300,1265,1710,2340,5650,16400,1479,228100,1315,4905,6340,7600,5100,5090,9090,14750,124,17921,23850,20650,3010,11900,5300,1612.72998
59500,1256,1690,2370,5800,16450,1479,225000,1300,5230,6160,7450,5130,4940,8950,15000,125,18150,23850,20850,3185,11550,5380,1600.910034
58000,1265,1745,2335,5650,16550,1479,225000,1300,5310,6050,6880,5150,4950,9380,15650,131,17600,24100,20550,3160,10700,5530,1591.069946
58200,1327,1750,2280,5410,16400,1479,226500,1265,5240,5870,7000,5030,5200,9160,15000,128,17188,24150,20850,3040,11000,5210,1614
55800,1289,1705,2300,5520,16200,1479,233100,1265,5250,5800,7070,4885,4945,9730,14400,124,17050,23850,21000,2885,10250,5220,1613.119995
56900,1298,1670,2260,5510,16150,1479,231100,1255,5280,5750,7010,4855,5000,9300,14500,127,17233,22800,20850,3065,9650,5420,1602.640015
56500,1265,1700,2210,6320,16200,1479,235000,1260,5500,5830,7420,4900,5100,9020,14750,125,17417,23150,21300,3170,10500,5330,1634.089966
55900,1360,1730,2000,6410,15850,1479,237700,1260,5430,5700,7470,4790,5270,8930,14200,126,17233,22300,22250,3230,10600,5270,1647.439941
56700,1539,1635,2070,6200,15050,1479,231400,1205,5330,5260,7680,4485,4950,8700,12300,119,17188,22750,20800,2925,10100,5110,1629.180054
55700,1322,1615,2075,6420,15100,1479,231500,1195,5430,5340,6810,4415,4950,8530,12000,122,16958,22300,19900,3100,10200,5160,1650.530029
55000,1256,1615,2095,6360,14750,1479,232900,1195,5220,5410,6710,4545,4915,8750,12200,119,16867,21600,22350,2990,10500,5090,1663.319946
55500,1350,1645,2025,6130,14950,1479,229500,1155,5280,5500,7100,4475,4660,8610,12200,119,16133,20300,25250,2995,10350,5140,1661.829956
54000,1388,1665,2005,6800,15750,1479,223200,1190,5450,5390,6830,4550,4710,8750,12650,120,17233,20950,25300,3070,10550,5290,1683.349976
54600,1426,1700,2100,6740,15550,1479,221000,1250,5360,5600,6840,4765,4700,8810,12600,124,16913,20800,23850,2990,10900,5240,1712.969971
54200,1402,1755,2160,6370,15400,1479,215700,1220,5290,5490,6500,4690,4735,8850,11900,131,17371,21200,23350,2910,10800,5180,1734.27002
53300,1346,1700,2165,6990,15050,1479,211700,1215,5300,5480,6560,4815,4690,8850,11900,128,18150,22600,23350,2700,10450,5120,1735.869995
56800,1336,1755,2410,6740,15450,1479,208200,1200,5200,5140,6440,4790,4620,8810,11650,131,17692,22100,22000,2645,10150,5050,1722.469971
53500,1313,1670,2240,6430,15700,1479,208000,1185,4950,5330,6320,4835,4465,8710,10650,133,18563,22650,20700,2540,10250,5020,1735.959961
53600,1265,1760,2200,6610,15500,1479,215000,1175,4830,5400,6430,4700,4485,8630,11050,132,18517,22600,20800,3005,10200,4900,1740.459961
54300,1350,1800,2130,6850,15350,1479,214600,1175,4845,5410,6680,4715,4480,8580,11050,134,19159,23550,21400,2870,10550,4950,1714.540039
55300,1383,1850,2175,6850,15300,1479,212500,1170,4980,5580,6740,4690,4560,8650,11500,132,19067,23300,20700,2750,10500,4950,1721.369995
53900,1369,1855,2100,6700,15300,1479,211000,1200,4945,5500,6640,4775,4670,8580,11350,129,19159,23400,20500,2890,10500,4910,1742.119995
55000,1383,1825,2125,6700,15500,1479,208000,1205,4900,5480,6660,4840,4660,8540,11850,122,20350,25900,21600,2830,10800,4980,1772.030029
54300,1483,1950,2105,6400,15650,1479,209000,1245,4900,5570,6660,5100,4620,8480,12100,129,19479,24750,20500,2805,10800,5070,1786.290039
53400,1516,2090,2190,6040,15700,1479,205100,1255,4940,5610,7130,5030,4570,8510,11950,126,19342,24150,20500,2840,10650,5080,1813.530029
53600,1563,2240,2270,5910,15400,1479,209600,1255,4910,5700,7410,5140,4600,8660,12100,128,19021,23500,20000,2810,11500,5070,1812.819946
52000,1605,2200,2255,5670,15100,1479,209000,1200,4805,5300,8400,4995,4715,8750,12000,123,17875,22200,19600,3055,10750,4900,1775.47998
52000,1709,2415,2320,5130,14550,1479,213000,1165,4450,5120,8250,4820,4475,8540,11850,119,18150,22350,18650,3040,10350,4765,1801.199951
54200,1827,2150,2295,5300,14750,1479,212000,1190,4435,5250,8520,5040,4515,8580,12200,122,18517,22950,19850,3050,10850,4800,1754.199951
53200,2796,2210,2270,5400,15000,1479,210900,1195,4540,5270,8620,4925,4600,8830,13300,126,18884,23150,20150,2985,10750,4940,1762.47998
52600,2725,2190,2370,5350,15150,1479,209500,1250,4550,5310,10000,4880,4680,8700,13050,124,18425,23300,20000,2810,11100,4925,1749.01001
52500,2668,2040,2245,5320,14850,1479,204600,1220,4445,5100,11750,4985,4730,8720,12600,124,17646,22300,19000,2685,10550,4890,1745.819946
54800,2928,1945,2295,5070,14600,1479,196000,1185,4315,5090,11650,5030,4900,8530,12900,123,17783,22550,18350,1900,10850,4835,1755.839966
55900,2517,1945,2165,5050,14500,1479,190000,1165,4100,5200,9080,5140,4820,8520,12100,122,17600,22050,18350,2470,10600,4795,1741.410034
55100,2144,1845,2360,4645,13950,1479,190000,1160,3980,5300,8410,5120,4920,8380,11350,118,17738,21750,17550,2380,10900,4730,1791.689941
55500,2375,1840,2345,4535,13750,1479,184100,1150,4095,5180,9220,5020,4775,8270,11700,121,17783,22000,17250,2425,11300,4815,1815.77002
62000,2314,1925,2370,5070,14200,1479,188800,1150,4135,5180,8970,5060,4990,8480,11700,120,17967,22100,17450,2460,11150,4750,1841.560059
60100,2442,1960,2275,5270,14500,1479,188000,1195,4300,5270,9690,5010,5000,8730,12100,121,19113,22500,17700,2340,11600,4900,1855.030029
60700,2597,2050,2370,5230,14200,1479,188600,1190,4330,5460,9470,5200,5080,9200,12000,122,18975,22450,17950,1995,11800,4930,1870.349976
62800,3306,2095,2435,4900,14050,1479,188300,1205,4300,5480,9260,5130,5080,9060,12300,128,18792,22200,17900,1995,11300,4880,1887.349976
67900,2900,2145,2400,5400,14050,1479,186500,1225,4255,5700,9040,5320,5060,9750,12250,128,20075,24200,19350,1995,11100,5040,1880.709961
66300,3070,2160,2360,5150,14000,1479,185600,1235,4160,5570,9100,5170,4990,9470,12550,192,19984,24350,18800,1995,12900,4985,1897.589966
69800,3131,2195,2400,5370,14600,1479,188900,1360,4180,5560,9160,5190,5040,9110,12100,250,20259,25650,18900,1995,12750,4930,1946.079956
70300,3098,2170,2470,5390,14450,1479,192400,1320,4240,5440,8970,5200,5040,9370,11550,215,19525,24550,18300,1995,12850,5040,1965.660034
69300,2985,2215,2450,5170,14300,1479,190700,1385,4175,5390,8650,5350,5010,9270,11750,281,19617,25300,18300,1995,12600,5050,1953.25
68700,3018,2185,2415,5050,14100,1479,193200,1375,4180,5250,9700,5360,4915,8950,12850,272,19296,24600,18450,1995,13000,4950,1935.099976
66300,2975,2120,2400,4825,13950,1479,190000,1340,4280,5250,9700,5470,4945,8670,14350,289,18838,23800,18050,1995,12550,4935,1949.5
70000,2645,1940,2355,4580,14000,1479,188100,1260,4175,5320,8900,5270,4825,8400,14700,259,18563,23750,16800,1995,11550,4775,1978.050049
69900,2871,2030,2320,4350,13800,1479,192000,1305,4160,5220,9350,5190,4830,8660,15050,240,18379,23500,16800,1995,11500,4840,2001.52002
69000,2597,2050,2370,4215,13900,1479,186600,1280,4005,5140,8560,5160,5410,8600,14200,269,17646,22500,16450,1995,11300,4880,1992.160034
67300,2654,2025,2325,4365,13600,1479,190500,1230,3915,4940,7900,4975,5300,8460,13500,246,17279,21550,15300,1995,11200,4805,2012.040039
76000,2706,1985,2205,4750,12800,1479,202900,1280,3955,4980,8450,5100,5790,8650,13550,248,17783,22250,15650,1995,11150,4805,1924.01001
78000,2616,1920,2150,4440,12750,1479,199400,1240,3870,5030,7880,5150,5750,8350,12900,246,18150,21650,16100,1995,10950,4750,1874.079956
77100,2720,1970,2130,4615,13100,1479,202000,1260,3995,5100,8330,5090,5620,8430,13900,255,18242,22800,16900,1995,10650,4890,1915.449951
73900,2739,2060,2070,4735,13350,1479,198100,1300,4190,5250,8390,5040,5440,8430,14200,251,19067,23600,17100,1995,10800,4910,1920.069946
79800,2626,2030,2100,5030,13000,1479,199600,1305,4130,5170,8290,4980,5290,8370,13800,253,18654,25550,17200,1995,10400,4875,1874.97998
82000,2607,2010,2065,5120,13050,1479,199100,1300,4190,5100,8580,4940,5400,8310,13950,252,19250,25100,17200,1995,10250,4900,1875.069946
83100,2479,1965,2085,5000,12900,1479,194000,1370,4300,5080,8400,4935,5620,8070,14200,247,18746,26100,16950,1995,10000,4870,1832.540039
80500,2338,1865,2085,4915,12750,1479,191100,1290,4430,5010,7900,4940,5360,7850,13150,234,18058,25450,16800,1995,9330,4820,1888.579956
80000,2290,1830,2095,5090,12500,1479,191000,1340,4450,4835,7760,4780,5560,7780,12350,219,17646,24900,16000,1995,8890,4720,1879.609985
81700,2597,1910,2100,5130,12850,1479,186200,1360,4480,5100,7970,4690,5740,7810,13150,220,18288,26500,18050,1995,9300,4875,1923.98999
84400,2630,1785,2010,5310,12900,1479,190100,1320,4340,5070,7980,4675,5450,7680,13950,231,17829,26100,17250,1995,9040,4820,1853.219971
79200,2371,1735,1980,5300,12600,1479,187100,1345,4185,4810,7380,4320,5180,7500,13000,217,15217,22700,15700,1995,9080,4530,1840.890015
74300,2182,1685,1955,5520,11800,1479,206100,1250,4105,4440,6810,4200,5050,7230,12600,209,14254,20650,14400,1995,8770,4200,1841.150024
70000,2002,1600,1955,5000,10100,1479,188000,1100,4250,4320,6500,4085,4850,6910,11300,183,13017,18900,13000,1995,8600,4085,1754.189941
73400,1988,1630,1805,5100,9900,1479,192000,1050,3795,4100,6300,3905,4720,7500,11200,194,12925,18350,15300,1995,8190,3760,1702.660034
73900,2267,1490,1890,5580,10350,1479,189900,1065,4015,4185,6490,3920,4750,7140,11700,200,13200,18850,15550,1995,7930,3860,1700.47998
